identifier,book_id,page_number,ground_truth_label,predicted_label,prob_advertisement,prob_cover,prob_story,prob_textstory,prob_first-page,prob_credits,prob_art,prob_text,prob_back_cover
Breakneck 001_page_53,Breakneck 001,53,back_cover,cover,0.081,0.407,0.036,0.023,0.068,0.087,0.248,0.02,0.031
Something is Killing the Children 033_page_0,Something is Killing the Children 033,0,cover,cover,0.013,0.747,0.016,0.013,0.022,0.055,0.098,0.009,0.028
Something is Killing the Children 033_page_1,Something is Killing the Children 033,1,cover,story,0.021,0.042,0.505,0.024,0.229,0.028,0.097,0.025,0.029
Something is Killing the Children 033_page_2,Something is Killing the Children 033,2,first-page,story,0.022,0.038,0.484,0.024,0.251,0.028,0.1,0.026,0.028
Something is Killing the Children 033_page_3,Something is Killing the Children 033,3,story,story,0.02,0.033,0.477,0.023,0.259,0.027,0.104,0.03,0.029
Something is Killing the Children 033_page_4,Something is Killing the Children 033,4,story,story,0.022,0.037,0.491,0.024,0.245,0.027,0.1,0.026,0.028
Something is Killing the Children 033_page_5,Something is Killing the Children 033,5,story,story,0.02,0.03,0.366,0.02,0.34,0.022,0.138,0.033,0.031
Something is Killing the Children 033_page_6,Something is Killing the Children 033,6,story,cover,0.033,0.319,0.052,0.015,0.155,0.036,0.307,0.016,0.067
Something is Killing the Children 033_page_7,Something is Killing the Children 033,7,story,story,0.021,0.042,0.512,0.023,0.219,0.026,0.102,0.024,0.03
Something is Killing the Children 033_page_8,Something is Killing the Children 033,8,story,story,0.02,0.043,0.486,0.023,0.24,0.025,0.107,0.024,0.03
Something is Killing the Children 033_page_9,Something is Killing the Children 033,9,art,first-page,0.032,0.067,0.202,0.017,0.311,0.022,0.25,0.022,0.076
Something is Killing the Children 033_page_10,Something is Killing the Children 033,10,first-page,story,0.021,0.031,0.493,0.022,0.246,0.028,0.096,0.034,0.029
Something is Killing the Children 033_page_11,Something is Killing the Children 033,11,story,story,0.02,0.029,0.423,0.02,0.305,0.022,0.119,0.03,0.033
Something is Killing the Children 033_page_12,Something is Killing the Children 033,12,story,first-page,0.023,0.022,0.28,0.016,0.39,0.027,0.152,0.048,0.042
Something is Killing the Children 033_page_13,Something is Killing the Children 033,13,story,story,0.02,0.029,0.443,0.022,0.282,0.026,0.111,0.038,0.029
Something is Killing the Children 033_page_14,Something is Killing the Children 033,14,story,story,0.021,0.039,0.484,0.023,0.251,0.033,0.092,0.027,0.031
Something is Killing the Children 033_page_15,Something is Killing the Children 033,15,story,story,0.023,0.03,0.427,0.023,0.285,0.021,0.131,0.031,0.029
Something is Killing the Children 033_page_16,Something is Killing the Children 033,16,story,story,0.021,0.032,0.487,0.022,0.247,0.025,0.108,0.028,0.03
Something is Killing the Children 033_page_17,Something is Killing the Children 033,17,story,story,0.02,0.037,0.494,0.023,0.244,0.026,0.101,0.025,0.03
Something is Killing the Children 033_page_18,Something is Killing the Children 033,18,story,story,0.019,0.037,0.489,0.022,0.244,0.024,0.109,0.025,0.03
Something is Killing the Children 033_page_19,Something is Killing the Children 033,19,story,story,0.02,0.041,0.492,0.023,0.241,0.028,0.098,0.025,0.032
Something is Killing the Children 033_page_20,Something is Killing the Children 033,20,story,story,0.02,0.032,0.507,0.022,0.236,0.026,0.097,0.03,0.03
Something is Killing the Children 033_page_21,Something is Killing the Children 033,21,story,story,0.021,0.046,0.524,0.026,0.207,0.032,0.088,0.025,0.031
Something is Killing the Children 033_page_22,Something is Killing the Children 033,22,art,story,0.021,0.041,0.409,0.02,0.298,0.025,0.13,0.022,0.035
Something is Killing the Children 033_page_23,Something is Killing the Children 033,23,credits,credits,0.016,0.05,0.017,0.019,0.022,0.734,0.026,0.096,0.02
Something is Killing the Children 033_page_24,Something is Killing the Children 033,24,advertisement,credits,0.041,0.027,0.025,0.029,0.03,0.494,0.042,0.256,0.055
Something is Killing the Children 033_page_25,Something is Killing the Children 033,25,back_cover,cover,0.145,0.362,0.019,0.017,0.031,0.126,0.153,0.029,0.118
"Red Sonja Black, White, Red 002_page_0","Red Sonja Black, White, Red 002",0,cover,cover,0.101,0.321,0.046,0.019,0.083,0.027,0.313,0.022,0.067
"Red Sonja Black, White, Red 002_page_1","Red Sonja Black, White, Red 002",1,credits,credits,0.02,0.044,0.019,0.027,0.029,0.613,0.035,0.192,0.02
"Red Sonja Black, White, Red 002_page_2","Red Sonja Black, White, Red 002",2,first-page,story,0.018,0.03,0.448,0.018,0.287,0.023,0.109,0.033,0.035
"Red Sonja Black, White, Red 002_page_3","Red Sonja Black, White, Red 002",3,story,credits,0.017,0.133,0.1,0.014,0.106,0.473,0.052,0.048,0.057
"Red Sonja Black, White, Red 002_page_4","Red Sonja Black, White, Red 002",4,story,story,0.018,0.033,0.435,0.02,0.295,0.021,0.117,0.029,0.032
"Red Sonja Black, White, Red 002_page_5","Red Sonja Black, White, Red 002",5,story,story,0.017,0.03,0.462,0.018,0.273,0.024,0.101,0.036,0.04
"Red Sonja Black, White, Red 002_page_6","Red Sonja Black, White, Red 002",6,story,story,0.017,0.032,0.446,0.018,0.288,0.023,0.107,0.029,0.04
"Red Sonja Black, White, Red 002_page_7","Red Sonja Black, White, Red 002",7,story,story,0.017,0.04,0.466,0.019,0.265,0.024,0.107,0.025,0.037
"Red Sonja Black, White, Red 002_page_8","Red Sonja Black, White, Red 002",8,story,story,0.018,0.042,0.479,0.02,0.254,0.034,0.089,0.028,0.036
"Red Sonja Black, White, Red 002_page_9","Red Sonja Black, White, Red 002",9,story,story,0.018,0.033,0.446,0.019,0.293,0.023,0.107,0.028,0.033
"Red Sonja Black, White, Red 002_page_10","Red Sonja Black, White, Red 002",10,story,story,0.017,0.042,0.472,0.02,0.263,0.025,0.101,0.025,0.033
"Red Sonja Black, White, Red 002_page_11","Red Sonja Black, White, Red 002",11,story,first-page,0.017,0.029,0.349,0.016,0.353,0.024,0.136,0.036,0.04
"Red Sonja Black, White, Red 002_page_12","Red Sonja Black, White, Red 002",12,story,first-page,0.041,0.066,0.13,0.012,0.238,0.127,0.183,0.042,0.162
"Red Sonja Black, White, Red 002_page_13","Red Sonja Black, White, Red 002",13,story,story,0.019,0.027,0.401,0.019,0.299,0.021,0.138,0.043,0.033
"Red Sonja Black, White, Red 002_page_14","Red Sonja Black, White, Red 002",14,story,story,0.019,0.025,0.405,0.021,0.3,0.021,0.134,0.041,0.035
"Red Sonja Black, White, Red 002_page_15","Red Sonja Black, White, Red 002",15,story,story,0.018,0.032,0.433,0.019,0.291,0.022,0.123,0.027,0.035
"Red Sonja Black, White, Red 002_page_16","Red Sonja Black, White, Red 002",16,story,story,0.019,0.037,0.476,0.021,0.26,0.023,0.106,0.024,0.033
"Red Sonja Black, White, Red 002_page_17","Red Sonja Black, White, Red 002",17,story,story,0.017,0.033,0.464,0.019,0.273,0.022,0.107,0.028,0.036
"Red Sonja Black, White, Red 002_page_18","Red Sonja Black, White, Red 002",18,story,story,0.018,0.04,0.5,0.021,0.242,0.029,0.09,0.028,0.033
"Red Sonja Black, White, Red 002_page_19","Red Sonja Black, White, Red 002",19,story,story,0.019,0.033,0.48,0.02,0.261,0.024,0.103,0.026,0.034
"Red Sonja Black, White, Red 002_page_20","Red Sonja Black, White, Red 002",20,story,story,0.018,0.044,0.463,0.019,0.257,0.022,0.116,0.023,0.037
"Red Sonja Black, White, Red 002_page_21","Red Sonja Black, White, Red 002",21,story,story,0.018,0.034,0.394,0.019,0.323,0.026,0.124,0.03,0.031
"Red Sonja Black, White, Red 002_page_22","Red Sonja Black, White, Red 002",22,story,story,0.016,0.04,0.477,0.019,0.253,0.025,0.105,0.026,0.038
"Red Sonja Black, White, Red 002_page_23","Red Sonja Black, White, Red 002",23,story,story,0.018,0.036,0.493,0.021,0.251,0.024,0.098,0.027,0.032
"Red Sonja Black, White, Red 002_page_24","Red Sonja Black, White, Red 002",24,story,story,0.017,0.034,0.475,0.021,0.264,0.024,0.101,0.033,0.031
"Red Sonja Black, White, Red 002_page_25","Red Sonja Black, White, Red 002",25,story,story,0.019,0.048,0.456,0.021,0.259,0.024,0.11,0.022,0.041
"Red Sonja Black, White, Red 002_page_26","Red Sonja Black, White, Red 002",26,story,story,0.017,0.038,0.483,0.021,0.25,0.021,0.106,0.026,0.038
"Red Sonja Black, White, Red 002_page_27","Red Sonja Black, White, Red 002",27,story,story,0.017,0.037,0.48,0.02,0.246,0.022,0.108,0.027,0.043
"Red Sonja Black, White, Red 002_page_28","Red Sonja Black, White, Red 002",28,story,story,0.019,0.039,0.494,0.021,0.237,0.021,0.107,0.025,0.038
"Red Sonja Black, White, Red 002_page_29","Red Sonja Black, White, Red 002",29,story,story,0.021,0.053,0.413,0.02,0.283,0.029,0.125,0.02,0.037
"Red Sonja Black, White, Red 002_page_30","Red Sonja Black, White, Red 002",30,art,text,0.151,0.022,0.029,0.032,0.062,0.03,0.059,0.586,0.029
"Red Sonja Black, White, Red 002_page_31","Red Sonja Black, White, Red 002",31,art,art,0.208,0.19,0.046,0.021,0.083,0.029,0.321,0.033,0.07
"Red Sonja Black, White, Red 002_page_32","Red Sonja Black, White, Red 002",32,art,art,0.199,0.143,0.045,0.022,0.105,0.033,0.334,0.04,0.079
"Red Sonja Black, White, Red 002_page_33","Red Sonja Black, White, Red 002",33,art,advertisement,0.565,0.054,0.031,0.019,0.045,0.02,0.125,0.043,0.097
"Red Sonja Black, White, Red 002_page_34","Red Sonja Black, White, Red 002",34,advertisement,advertisement,0.664,0.015,0.022,0.018,0.018,0.019,0.038,0.059,0.147
"Red Sonja Black, White, Red 002_page_35","Red Sonja Black, White, Red 002",35,back_cover,advertisement,0.549,0.014,0.026,0.02,0.02,0.023,0.04,0.07,0.239
Flintlock Book Four_page_0,Flintlock Book Four,0,cover,cover,0.078,0.516,0.032,0.017,0.038,0.05,0.219,0.016,0.033
Flintlock Book Four_page_1,Flintlock Book Four,1,credits,credits,0.019,0.044,0.019,0.021,0.028,0.66,0.031,0.155,0.023
Flintlock Book Four_page_2,Flintlock Book Four,2,first-page,story,0.02,0.031,0.41,0.019,0.295,0.02,0.14,0.029,0.036
Flintlock Book Four_page_3,Flintlock Book Four,3,story,story,0.019,0.042,0.476,0.022,0.246,0.022,0.117,0.023,0.033
Flintlock Book Four_page_4,Flintlock Book Four,4,story,story,0.019,0.043,0.493,0.023,0.234,0.023,0.109,0.023,0.033
Flintlock Book Four_page_5,Flintlock Book Four,5,story,story,0.019,0.041,0.505,0.023,0.233,0.023,0.101,0.025,0.032
Flintlock Book Four_page_6,Flintlock Book Four,6,story,story,0.02,0.045,0.474,0.023,0.246,0.022,0.115,0.022,0.032
Flintlock Book Four_page_7,Flintlock Book Four,7,story,story,0.019,0.039,0.408,0.02,0.303,0.026,0.128,0.024,0.033
Flintlock Book Four_page_8,Flintlock Book Four,8,story,story,0.018,0.037,0.511,0.023,0.225,0.022,0.106,0.026,0.033
Flintlock Book Four_page_9,Flintlock Book Four,9,story,story,0.018,0.041,0.44,0.02,0.275,0.022,0.124,0.024,0.035
Flintlock Book Four_page_10,Flintlock Book Four,10,story,story,0.019,0.027,0.419,0.02,0.286,0.021,0.133,0.04,0.036
Flintlock Book Four_page_11,Flintlock Book Four,11,story,story,0.017,0.038,0.464,0.02,0.267,0.024,0.11,0.026,0.035
Flintlock Book Four_page_12,Flintlock Book Four,12,story,story,0.019,0.03,0.447,0.02,0.28,0.02,0.12,0.03,0.034
Flintlock Book Four_page_13,Flintlock Book Four,13,story,story,0.019,0.037,0.491,0.022,0.242,0.022,0.11,0.025,0.032
Flintlock Book Four_page_14,Flintlock Book Four,14,story,story,0.018,0.038,0.5,0.022,0.233,0.022,0.109,0.026,0.032
Flintlock Book Four_page_15,Flintlock Book Four,15,story,story,0.019,0.026,0.409,0.02,0.293,0.022,0.134,0.042,0.034
Flintlock Book Four_page_16,Flintlock Book Four,16,story,story,0.018,0.044,0.501,0.022,0.226,0.026,0.106,0.025,0.033
Flintlock Book Four_page_17,Flintlock Book Four,17,story,first-page,0.024,0.072,0.179,0.016,0.35,0.024,0.227,0.021,0.088
Flintlock Book Four_page_18,Flintlock Book Four,18,story,story,0.016,0.04,0.504,0.02,0.23,0.025,0.102,0.026,0.036
Flintlock Book Four_page_19,Flintlock Book Four,19,story,story,0.018,0.027,0.441,0.019,0.274,0.022,0.125,0.036,0.039
Flintlock Book Four_page_20,Flintlock Book Four,20,story,story,0.018,0.03,0.447,0.019,0.279,0.021,0.12,0.03,0.036
Flintlock Book Four_page_21,Flintlock Book Four,21,story,story,0.017,0.05,0.49,0.02,0.232,0.027,0.103,0.024,0.038
Flintlock Book Four_page_22,Flintlock Book Four,22,story,story,0.017,0.049,0.479,0.022,0.241,0.025,0.109,0.023,0.035
Flintlock Book Four_page_23,Flintlock Book Four,23,story,story,0.017,0.039,0.486,0.021,0.245,0.024,0.109,0.025,0.034
Flintlock Book Four_page_24,Flintlock Book Four,24,story,story,0.018,0.033,0.463,0.02,0.261,0.021,0.122,0.028,0.034
Flintlock Book Four_page_25,Flintlock Book Four,25,story,story,0.02,0.035,0.458,0.02,0.27,0.022,0.118,0.025,0.032
Flintlock Book Four_page_26,Flintlock Book Four,26,story,story,0.019,0.049,0.471,0.022,0.249,0.025,0.108,0.022,0.033
Flintlock Book Four_page_27,Flintlock Book Four,27,story,story,0.019,0.057,0.456,0.024,0.247,0.026,0.117,0.022,0.034
Flintlock Book Four_page_28,Flintlock Book Four,28,story,story,0.02,0.035,0.479,0.022,0.255,0.021,0.11,0.026,0.031
Flintlock Book Four_page_29,Flintlock Book Four,29,story,first-page,0.022,0.048,0.324,0.022,0.356,0.026,0.152,0.023,0.028
Flintlock Book Four_page_30,Flintlock Book Four,30,story,story,0.019,0.032,0.454,0.022,0.269,0.02,0.125,0.027,0.032
Flintlock Book Four_page_31,Flintlock Book Four,31,story,story,0.019,0.035,0.468,0.021,0.266,0.023,0.111,0.026,0.03
Flintlock Book Four_page_32,Flintlock Book Four,32,story,story,0.02,0.036,0.465,0.021,0.265,0.022,0.115,0.024,0.032
Flintlock Book Four_page_33,Flintlock Book Four,33,story,story,0.019,0.039,0.46,0.022,0.264,0.022,0.118,0.024,0.032
Flintlock Book Four_page_34,Flintlock Book Four,34,story,story,0.021,0.033,0.471,0.022,0.258,0.02,0.118,0.027,0.031
Flintlock Book Four_page_35,Flintlock Book Four,35,story,story,0.019,0.035,0.472,0.021,0.261,0.022,0.112,0.026,0.032
Flintlock Book Four_page_36,Flintlock Book Four,36,story,story,0.02,0.045,0.474,0.022,0.252,0.024,0.108,0.022,0.033
Flintlock Book Four_page_37,Flintlock Book Four,37,story,story,0.018,0.034,0.487,0.021,0.25,0.022,0.107,0.027,0.034
Flintlock Book Four_page_38,Flintlock Book Four,38,story,story,0.019,0.039,0.481,0.022,0.251,0.023,0.109,0.024,0.031
Flintlock Book Four_page_39,Flintlock Book Four,39,story,story,0.019,0.038,0.483,0.023,0.247,0.022,0.112,0.024,0.031
Flintlock Book Four_page_40,Flintlock Book Four,40,story,story,0.02,0.038,0.457,0.021,0.273,0.024,0.112,0.024,0.032
Flintlock Book Four_page_41,Flintlock Book Four,41,story,story,0.021,0.035,0.442,0.02,0.281,0.022,0.123,0.025,0.031
Flintlock Book Four_page_42,Flintlock Book Four,42,story,story,0.019,0.034,0.46,0.019,0.272,0.023,0.112,0.026,0.035
Flintlock Book Four_page_43,Flintlock Book Four,43,story,story,0.021,0.081,0.336,0.024,0.285,0.03,0.165,0.021,0.037
Flintlock Book Four_page_44,Flintlock Book Four,44,story,story,0.02,0.032,0.48,0.021,0.247,0.02,0.119,0.027,0.033
Flintlock Book Four_page_45,Flintlock Book Four,45,story,story,0.02,0.032,0.47,0.021,0.251,0.019,0.125,0.029,0.033
Flintlock Book Four_page_46,Flintlock Book Four,46,story,story,0.018,0.048,0.479,0.022,0.243,0.025,0.107,0.023,0.034
Flintlock Book Four_page_47,Flintlock Book Four,47,story,story,0.018,0.042,0.487,0.022,0.242,0.023,0.108,0.024,0.034
Flintlock Book Four_page_48,Flintlock Book Four,48,story,story,0.018,0.057,0.476,0.023,0.235,0.028,0.106,0.023,0.035
Flintlock Book Four_page_49,Flintlock Book Four,49,story,story,0.018,0.036,0.442,0.019,0.277,0.021,0.128,0.026,0.035
Flintlock Book Four_page_50,Flintlock Book Four,50,story,story,0.019,0.036,0.461,0.02,0.264,0.02,0.119,0.025,0.035
Flintlock Book Four_page_51,Flintlock Book Four,51,story,story,0.019,0.039,0.482,0.023,0.248,0.023,0.112,0.025,0.031
Flintlock Book Four_page_52,Flintlock Book Four,52,story,story,0.018,0.036,0.433,0.02,0.285,0.022,0.128,0.026,0.032
Flintlock Book Four_page_53,Flintlock Book Four,53,story,story,0.018,0.034,0.444,0.02,0.282,0.021,0.122,0.027,0.033
Flintlock Book Four_page_54,Flintlock Book Four,54,story,advertisement,0.377,0.071,0.039,0.021,0.09,0.039,0.165,0.149,0.049
Flintlock Book Four_page_55,Flintlock Book Four,55,story,text,0.038,0.022,0.139,0.027,0.264,0.047,0.145,0.276,0.043
Flintlock Book Four_page_56,Flintlock Book Four,56,story,text,0.05,0.016,0.034,0.028,0.063,0.035,0.047,0.707,0.021
Flintlock Book Four_page_57,Flintlock Book Four,57,back_cover,text,0.059,0.016,0.035,0.025,0.065,0.035,0.053,0.691,0.023
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_0,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),0,cover,cover,0.067,0.647,0.02,0.013,0.02,0.044,0.145,0.011,0.034
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_1,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),1,cover,text,0.121,0.015,0.047,0.027,0.082,0.028,0.075,0.56,0.044
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_2,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),2,art,art,0.023,0.153,0.092,0.016,0.295,0.046,0.296,0.023,0.055
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_3,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),3,credits,advertisement,0.432,0.018,0.035,0.019,0.04,0.034,0.086,0.131,0.206
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_4,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),4,first-page,story,0.017,0.038,0.516,0.022,0.219,0.023,0.104,0.026,0.035
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_5,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),5,story,first-page,0.03,0.065,0.222,0.018,0.32,0.023,0.217,0.022,0.083
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_6,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),6,story,story,0.019,0.034,0.465,0.021,0.26,0.02,0.121,0.026,0.034
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_7,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),7,story,story,0.02,0.037,0.491,0.022,0.235,0.021,0.118,0.024,0.033
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_8,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),8,story,story,0.019,0.037,0.528,0.024,0.213,0.022,0.101,0.026,0.029
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_9,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),9,story,story,0.021,0.027,0.431,0.023,0.277,0.02,0.131,0.038,0.03
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_10,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),10,story,story,0.018,0.04,0.501,0.023,0.233,0.022,0.106,0.024,0.033
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_11,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),11,story,story,0.019,0.039,0.485,0.022,0.238,0.022,0.119,0.024,0.031
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_12,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),12,story,story,0.02,0.032,0.492,0.023,0.24,0.022,0.112,0.029,0.029
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_13,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),13,story,story,0.02,0.056,0.48,0.025,0.229,0.029,0.107,0.023,0.032
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_14,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),14,story,story,0.021,0.037,0.485,0.023,0.248,0.023,0.11,0.025,0.029
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_15,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),15,story,story,0.019,0.037,0.51,0.024,0.226,0.021,0.107,0.026,0.029
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_16,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),16,story,story,0.021,0.032,0.488,0.024,0.241,0.02,0.117,0.029,0.029
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_17,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),17,story,story,0.022,0.028,0.412,0.021,0.301,0.021,0.133,0.03,0.032
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_18,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),18,story,story,0.021,0.036,0.503,0.024,0.229,0.02,0.112,0.025,0.029
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_19,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),19,story,story,0.019,0.038,0.457,0.021,0.268,0.023,0.118,0.024,0.032
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_20,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),20,story,story,0.02,0.044,0.471,0.022,0.253,0.027,0.108,0.023,0.032
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_21,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),21,story,story,0.019,0.043,0.5,0.023,0.228,0.025,0.106,0.024,0.031
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_22,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),22,story,story,0.02,0.041,0.494,0.023,0.24,0.024,0.103,0.024,0.031
